ticker,ann_date,entry_day,surprise,ear,fwd_1,fwd_5,fwd_20,fwd_60
MMM,2020-04-28,2020-04-29,7.31,-0.004473036957266752,-0.018463318430743114,-0.033821739616150204,-0.019749098769402895,-0.06612884081434722
MMM,2020-01-28,2020-01-29,-7.23,-0.0872509319319964,-9.707498158384453e-05,-0.017068094398677625,0.024432018128779376,0.044171432945373734
MMM,2019-10-24,2019-10-25,3.28,-0.021556976468699585,0.012245758773027138,0.00903064177875934,-0.01320682804068607,-0.025867139280202345
MMM,2019-07-25,2019-07-26,2.81,-0.03221079238256852,0.017800163044306427,0.01137653921521864,-0.03919138178501114,-0.035383439123328086
MMM,2019-04-25,2019-04-26,-10.83,-0.12915181163387013,-0.009184898596584112,-0.035764377009053994,-0.08981528193382338,-0.09343632713750061
MMM,2019-01-29,2019-01-30,1.46,0.016935552084167638,-0.0036135046524659042,-0.002723401382823898,0.00646122012591599,-0.13285086899159881
MMM,2018-10-23,2018-10-24,-4.52,-0.048297646899245095,-0.015501531625274012,0.010982644139994724,0.08516098873076006,0.050513765796229015
MMM,2018-07-24,2018-07-25,-0.46,0.014264362301263045,0.019875976657879213,0.024154827530432077,-0.008192237743527175,0.009389586084580959
MMM,2018-04-24,2018-04-25,0.63,-0.06790366272625592,-0.018966744169319094,-0.020195513533824427,-0.030929017411933657,-0.043057257209277555
MMM,2018-01-25,2018-01-26,3.4,0.03216155101041562,-0.003500413799876867,-0.013206549530523581,-0.02017200325881796,-0.13906421912965206
MMM,2017-10-24,2017-10-25,5.37,0.07600697694891545,-0.021235309723741214,-0.04017256318673501,-0.038259022394219855,-0.07381457185864049
MMM,2017-07-25,2017-07-26,-0.39,-0.05470867833423365,0.00605403450687414,0.032014667738671454,0.035744572481333,0.06896023023051212
MMM,2017-04-25,2017-04-26,4.65,-0.001222086715000792,0.004853845613690844,0.01315200646575132,0.009547880360374794,0.04871908444979289
MMM,2017-01-24,2017-01-25,0.43,-0.025094526036415488,0.0015547922660400504,-0.00033295528612709013,0.03615869069272293,0.06431785386866729
MMM,2016-10-25,2016-10-26,0.36,-0.02244064294239423,-0.0018374262306881661,0.014029542482839275,0.008541812173889385,-0.007532329595414611
MMM,2016-07-26,2016-07-27,0.56,-0.00697104626740308,-0.002781382841306357,0.0021874701124702245,0.0065228942841544235,-0.03403584285757277
MMM,2016-04-26,2016-04-27,6.54,-0.007228563616575645,0.004544978913809117,0.017153785932253474,0.020374159279844983,0.03966121838301073
MMM,2016-01-26,2016-01-27,2.19,0.05539538284262746,0.00695177759300547,0.0310370402336948,0.0608439587998828,0.050646271874745796
MMM,2015-10-22,2015-10-23,2.18,0.01180716529924375,0.007272027338028453,0.0070910805582917735,0.01831340541005888,-0.014944925496633843
MMM,2015-07-23,2015-07-24,1.26,-0.023178859158651255,0.0016654834181851763,0.0014416516046458216,0.007033304569259102,0.015167638204644618
MMM,2015-04-23,2015-04-24,-4.21,-0.03933610844859403,-0.0021951866708438406,-0.0038451412020926723,0.012587587757605823,-0.019459339932567987
MMM,2015-01-27,2015-01-28,0.71,0.024019357703827793,0.004114608532056696,-0.014279620014046479,-0.01514041615834616,-0.08639245519909688
MMM,2014-10-23,2014-10-24,0.94,0.049967851280201536,0.007902458369100418,0.008235842204203259,0.031469031344579124,0.06740024203966088
MMM,2014-07-24,2014-07-25,0.11,0.007672398949770676,0.0024207048255431296,-0.008122110024885054,-0.008335111092520497,-0.01313731640030491
MMM,2014-04-24,2014-04-25,-0.28,-0.004174331681054078,0.001739529069678225,0.016567464978001878,0.018084612405030898,0.000171337825759732
MMM,2014-01-30,2014-01-31,0.28,-0.020495624246543387,-0.010960253324913127,0.008275620818629426,-2.7505515322934215e-05,0.021706541117106903
MMM,2013-10-24,2013-10-25,1.51,0.001997583730175556,0.0024269049615912586,0.010417036921260614,0.030591519263678313,0.04350130851059286
MMM,2013-07-25,2013-07-26,0.18,0.0014846666088856875,0.0005087037168713948,0.000667067436589619,-0.0013323027011723498,0.023753583485879082
MMM,2013-04-25,2013-04-26,-2.68,-0.04010408561500145,-0.0063122092938976415,0.019145295864646084,0.0238134705486015,0.0567435311045148
MMM,2013-01-24,2013-01-25,-0.14,0.0051656595157059115,0.0017943221331665482,0.0030535986095747703,0.02609721420827882,0.019406863115874584
MMM,2012-10-23,2012-10-24,-0.09,-0.02807667730188046,-0.009469078502299055,0.0027328102924264464,0.025778368784757033,0.06808354147061979
MMM,2012-07-26,2012-07-27,0.52,-0.0018824901852334541,-0.0046889210529939,-0.004940361034932783,-0.001746558484246652,-0.02425948561053337
MMM,2012-04-24,2012-04-25,10.12,0.0016215068970153457,-0.0011133352936010255,-1.0847874317931883e-05,0.01128522101953311,0.03488058066368149
MMM,2012-01-26,2012-01-27,3.14,0.016914567727988827,0.0020420873694569908,-0.017546888640069147,-0.026737118987588238,-0.027606155482503558
MMM,2011-10-25,2011-10-26,-5.46,-0.05330570324721873,0.02216289167396801,0.015996880794905688,0.049982995179708944,0.05925671441141356
MMM,2011-07-26,2011-07-27,0.42,-0.0493894864591603,-0.0028809728651675304,0.012349204500184618,0.013568808098330831,-0.037064935849182135
